MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,SPP_NAME,CLUSTER
IFQ PROGRAM ADAPTED,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,IFQ: OTHER SHALLOW-WATER GROUPERS (OTHER SWG),129
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,130
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,131
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,132
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,133
SEA BASS POT/TRAP SPECIFICATIONS,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SEA BASS POT/TRAP,SOUTH ATLANTIC,NORTH OF CAPE CANAVERAL FLORIDA,ALL,134
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,BOTTOM LONGLINE,SOUTH ATLANTIC,SMZ - (A)(1) THROUGH (A)(21),ALL,135
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,GILLNET,SOUTH ATLANTIC,SMZ - (A)1 THROUGH (A)19,ALL,136
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL - SPEARFISHING,SOUTH ATLANTIC,SMZ - (A)1 THROUGH (A)19,ALL,137
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,SNAPPER-GROUPER CLOSED AREA,ALL,138
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,SNAPPER-GROUPER CLOSED AREA,ALL,139
CLOSURE,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,ALL,140
CLOSURE,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - PULLEY RIDGE,ALL,141
CLOSURE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,HAPC - MCGRAIL BANK,ALL,142
CLOSURE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,ALL,143
CLOSURE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,HAPC - PULLEY RIDGE,ALL,144
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,EXPLOSIVES,SOUTH ATLANTIC,ALL,ALL,145
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,EXPLOSIVES,SOUTH ATLANTIC,ALL,ALL,146
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, RED",147
FISHING SEASON,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"AMBERJACK, GREATER",148
PERMIT MORATORIUM,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,ALL,149
FISHING YEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",150
FISHING YEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",151
FISHING SEASON,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"TRIGGERFISH, GRAY",152
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,JEWFISH,153
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,JEWFISH,154
SEA BASS POT/TRAP SPECIFICATIONS,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SEA BASS POT/TRAP,SOUTH ATLANTIC,SOUTHEAST U.S. RESTRICTED AREA NORTH,"BASS, BLACK SEA",155
FISHING SEASON,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,SOUTH OF 35°15.9' N. LAT,"BASS, BLACK SEA",156
FISHING YEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"BASS, BLACK SEA",157
FISHING YEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",158
FISHING YEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",159
FISHING YEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",160
FISHING YEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",161
MSST,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"AMBERJACK, GREATER",162
MSST,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"AMBERJACK, GREATER",163
MSST,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, GRAY",164
MSST,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, GRAY",165
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,EXPLOSIVES,GULF OF MEXICO,ALL,"LOBSTER, RIDGED SLIPPER",166
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,EXPLOSIVES,GULF OF MEXICO,ALL,"LOBSTER, RIDGED SLIPPER",167
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"LOBSTER, RIDGED SLIPPER",168
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"LOBSTER, RIDGED SLIPPER",169
LOBSTERS AS ATTRACTANTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,LOBSTER TRAPS,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",170
LOBSTERS AS ATTRACTANTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,LOBSTER TRAPS,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",171
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION WEST OF PUERTO RICO - TOURMALINE BANK,ALL,172
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,ALL,"CONCH, QUEEN",173
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,ALL,"CONCH, QUEEN",174
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION WEST OF PUERTO RICO - ABRIR LA SIERRA BANK,ALL,175
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,POTS AND TRAPS,CARIBBEAN,RED HIND SPAWNING AGGREGATION WEST OF PUERTO RICO - TOURMALINE BANK,ALL,176
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SEA BASS POT/TRAP,SOUTH ATLANTIC,SMZ - (E)(1)(I) THROUGH (LI),ALL,177
HARVEST METHOD,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,ALL,178
ITQ PROGRAM ADAPTED,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WRECKFISH,179
HOOK SIZE/TYPE/#,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,BOTTOM LONGLINE REEF FISH FISHERY MANAGEMENT AREA EAST OF 85°30' W,ALL,180
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,RECREATIONAL,TRAWL,SOUTH ATLANTIC,ROCK SHRIMP CLOSED AREA,"SHRIMP, ROCK",181
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,TRAWL,SOUTH ATLANTIC,ROCK SHRIMP CLOSED AREA,"SHRIMP, ROCK",182
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,JEWFISH,183
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,JEWFISH,184
BAIT RESTRICTION,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,ALL,185
BAIT RESTRICTION,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,ALL,186
TURTLE RELEASE GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,ALL,ALL,187
TURTLE RELEASE GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,ALL,188
GOLDEN CRAB TRAP SPECIFICATIONS,ONCE,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,GOLDEN CRAB TRAP,SOUTH ATLANTIC,ALL,ALL,189
TRAP SPECIFICATIONS,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,FISH TRAPS,GULF OF MEXICO,ALL,ALL,190
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BULLY NET,GULF OF MEXICO,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",191
MSST,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,192
MSST,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,193
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, RED",194
FISHING SEASON,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,NON-TRAP,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",195
FISHING SEASON,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,NON-TRAP,SOUTH ATLANTIC,ALL,"LOBSTER, CARIBBEAN SPINY",196
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,GOLDEN CRAB TRAP,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - POURTALES TERRACE GOLDEN CRAB SOUTHERN ZONE ACCESS AREA,"CRAB, GOLDEN DEEPSEA",197
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,GOLDEN CRAB TRAP,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - STETSON-MIAMI TERRACE GOLDEN CRAB MIDDLE ZONE ACCESS AREA A,"CRAB, GOLDEN DEEPSEA",198
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,GOLDEN CRAB TRAP,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - STETSON-MIAMI TERRACE GOLDEN CRAB MIDDLE ZONE ACCESS AREA B,"CRAB, GOLDEN DEEPSEA",199
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,GOLDEN CRAB TRAP,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - STETSON-MIAMI TERRACE GOLDEN CRAB MIDDLE ZONE ACCESS AREA C,"CRAB, GOLDEN DEEPSEA",200
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,GOLDEN CRAB TRAP,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - STETSON-MIAMI TERRACE GOLDEN CRAB NORTHERN ZONE ACCESS AREA,"CRAB, GOLDEN DEEPSEA",201
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,TRAWL,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - (N)(1)(I) THROUGH (V),ALL,202
CLOSURE,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,DREDGE,SOUTH ATLANTIC,DEEPWATER CORAL HAPC - (N)(1)(I) THROUGH (V),ALL,203
LIMITED ACCESS SYSTEM,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF GEORGIA AND FLORIDA,"SHRIMP, ROCK",204
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,RECREATIONAL,ALL,SOUTH ATLANTIC,HAPC - OCULINA BANK,"SHRIMP, ROCK",205
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,HAPC - OCULINA BANK,"SHRIMP, ROCK",206
BRD REQUIREMENT,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,ALL,ALL,207
BRD REQUIREMENT,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,ALL,ALL,208
BRD REQUIREMENT,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,RECREATIONAL,TRAWL,SOUTH ATLANTIC,ALL,BRD REQUIREMENTS: PENAEID SHRIMP,209
BRD REQUIREMENT,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,TRAWL,SOUTH ATLANTIC,ALL,BRD REQUIREMENTS: PENAEID SHRIMP,210
FISHING SEASON,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,GULF OF MEXICO,OFF THE GULF STATES OTHER THAN FLORIDA,"LOBSTER, CARIBBEAN SPINY",211
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,DEPTH LESS THAN 50 FATHOMS,ALL,212
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"LOBSTER, RIDGED SLIPPER",213
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"LOBSTER, RIDGED SLIPPER",214
LOBSTERS AS ATTRACTANTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"LOBSTER, CARIBBEAN SPINY",215
LOBSTERS AS ATTRACTANTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"LOBSTER, CARIBBEAN SPINY",216
LOBSTERS AS ATTRACTANTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",217
LOBSTERS AS ATTRACTANTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",218
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,POISON,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",219
PROHIBITED GEAR,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,POISON,GULF OF MEXICO,ALL,"LOBSTER, CARIBBEAN SPINY",220
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,LOBSTER TRAPS,GULF OF MEXICO,ALL,ALL,221
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,LOBSTER TRAPS,GULF OF MEXICO,ALL,ALL,222
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,NORTH ATLANTIC,ALL,DOLPHIN,223
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,NORTH ATLANTIC,ALL,DOLPHIN,224
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,SOUTH ATLANTIC,ALL,DOLPHIN,225
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,DOLPHIN,226
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,DOLPHIN,227
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,MID ATLANTIC,ALL,WAHOO,228
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,MID ATLANTIC,ALL,WAHOO,229
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,MID ATLANTIC,ALL,WAHOO,230
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,MID ATLANTIC,ALL,WAHOO,231
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,MID ATLANTIC,ALL,DOLPHIN,232
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,MID ATLANTIC,ALL,DOLPHIN,233
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,SOUTH ATLANTIC,ALL,DOLPHIN,234
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,SOUTH ATLANTIC,ALL,DOLPHIN,235
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,MID ATLANTIC,ALL,WAHOO,236
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,SOUTH ATLANTIC,ALL,DOLPHIN,237
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,SOUTH ATLANTIC,ALL,DOLPHIN,238
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,BANDIT GEAR,SOUTH ATLANTIC,ALL,DOLPHIN,239
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,SOUTH ATLANTIC,ALL,DOLPHIN,240
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,MID ATLANTIC,ALL,DOLPHIN,241
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,RED DRUM PRIMARY AREA,"DRUM, RED",242
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,RED DRUM PRIMARY AREA,"DRUM, RED",243
